id	name	description	characterType	thumbnail
c9c9f110-b96c-11e4-a802-0aaa78deedf9	180 Turn W/ Briefcase	Female 180 Turn With Briefcase	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118950901/static.png
c9c9ee12-b96c-11e4-a802-0aaa78deedf9	180 Turn W/ Briefcase	Male 180 Turn With Briefcase	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118900901/static.png
c9c87b9c-b96c-11e4-a802-0aaa78deedf9	2hand Idle	Two Handed Weapon Stance	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/114740901/static.png
c9c91c6e-b96c-11e4-a802-0aaa78deedf9	Acknowledging	Acknowledging Gesture	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117150901/static.png
c9ccd9a7-b96c-11e4-a802-0aaa78deedf9	Action Idle To Fight Idle	Transition From Action Idle To Fight Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/124330901/static.png
c9cceb09-b96c-11e4-a802-0aaa78deedf9	Action Idle To Standing Idle	Transition From Action Idle To Standing Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/124320901/static.png
c9c959ad-b96c-11e4-a802-0aaa78deedf9	Administering Cpr	Administering Cpr To A Victim On The Ground	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/115980901/static.png
c9caab79-b96c-11e4-a802-0aaa78deedf9	Aerial Evade	Evading Projectiles In Mid-Air	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120340901/static.png
c9c6c52f-b96c-11e4-a802-0aaa78deedf9	Agony	Agony Holding The Head	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/104380907/static.png
c9c91ec4-b96c-11e4-a802-0aaa78deedf9	Agreeing	Agreeing Yes	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117330901/static.png
c9c91ad5-b96c-11e4-a802-0aaa78deedf9	Agreeing	Step Back Cautiously Agreeing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117290901/static.png
c9c8ff29-b96c-11e4-a802-0aaa78deedf9	Aim Pistol	Aim Pistol While Sitting	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/137590901/static.png
c9c83e34-b96c-11e4-a802-0aaa78deedf9	Aiming	Turning Around To Aim Gun	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130810901/static.png
c9c91dff-b96c-11e4-a802-0aaa78deedf9	Aiming Gun	Picking Up Gun From Ground To Aiming	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/136610901/static.png
c9caa63d-b96c-11e4-a802-0aaa78deedf9	Air Squat	Air Squat Workout	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119900901/static.png
c9cb991f-b96c-11e4-a802-0aaa78deedf9	Air Squat Bent Arms	Air Squat Workout	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119900902/static.png
c9c98b02-b96c-11e4-a802-0aaa78deedf9	Angry	Standing Angrily	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117940901/static.png
c9c915fd-b96c-11e4-a802-0aaa78deedf9	Angry Gesture	Angrily Pumping Fists Forward	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117280901/static.png
c9c917a2-b96c-11e4-a802-0aaa78deedf9	Angry Gesture	Angry Forward Gesture	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117140901/static.png
c9c78c0d-b96c-11e4-a802-0aaa78deedf9	Angry Gesture	Seated Idle With Hands On A Table Being Rude	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113340901/static.png
c9c916ce-b96c-11e4-a802-0aaa78deedf9	Angry Point	Quickly Pointing Angrily Forward	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117050901/static.png
c9c90fbc-b96c-11e4-a802-0aaa78deedf9	Annoyed Head Shake	Shaking Head No Annoyed	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117090901/static.png
c9c922a9-b96c-11e4-a802-0aaa78deedf9	Arm Gesture	Gesturing With Arm To The Side	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117340901/static.png
c9c90cbb-b96c-11e4-a802-0aaa78deedf9	Arm Stretching	Stretching Arms By Pushing The Elbows	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117260901/static.png
c9cb9d65-b96c-11e4-a802-0aaa78deedf9	Armada	Capoeira Spin Kick	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120970901/static.png
c9cb9bf9-b96c-11e4-a802-0aaa78deedf9	Armada To Esquiva	Capoeira Spin Kick To Escape	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120960901/static.png
c9c7386d-b96c-11e4-a802-0aaa78deedf9	Arms Hip Hop Dance	Hip Hop Dancing With Arms	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/108990901/static.png
c9ccb1c6-b96c-11e4-a802-0aaa78deedf9	Ascending Stairs	Walking Up A Set Of Stairs	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123470901/static.png
c9c79aea-b96c-11e4-a802-0aaa78deedf9	Asking Question	Seated Idle With Hands On A Table	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113360901/static.png
c9cb9ec4-b96c-11e4-a802-0aaa78deedf9	Au	Capoeira Cartwheel Move	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120980901/static.png
c9cba02e-b96c-11e4-a802-0aaa78deedf9	Au To Role	Capoeira Cartwheel To Roll Escape	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120990901/static.png
c9c7a617-b96c-11e4-a802-0aaa78deedf9	Back Flip To Uppercut	Back Flip To Uppercut Combo	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113710901/static.png
c9cb4e74-b96c-11e4-a802-0aaa78deedf9	Back Squat	Back Squat Workout	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120210901/static.png
c9cb24a7-b96c-11e4-a802-0aaa78deedf9	Back Squat	Ending Back Squat Workout To Fitness Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120230901/static.png
c9cb23e7-b96c-11e4-a802-0aaa78deedf9	Back Squat	Starting Back Squat Workout From Fitness Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120220901/static.png
c9c6afea-b96c-11e4-a802-0aaa78deedf9	Backflip	Backflip Moving Backward	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103650901/static.png
c9c9ea58-b96c-11e4-a802-0aaa78deedf9	Backflip	Standing Backflip	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118400901/static.png
c9c939cf-b96c-11e4-a802-0aaa78deedf9	Backward Jump	Jumping While Walking Backwards	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117430901/static.png
c9ccc82d-b96c-11e4-a802-0aaa78deedf9	Backward Right Turn	Backward Run Turning Right	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123600901/static.png
c9ccc521-b96c-11e4-a802-0aaa78deedf9	Backward Right Turn	Backward Walk Turning Right	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123540901/static.png
c9ce5c22-b96c-11e4-a802-0aaa78deedf9	Backward Walking Turn	Drunken Walking Backward Right Turn	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/124420901/static.png
c9cd4e19-b96c-11e4-a802-0aaa78deedf9	Backwards Rifle Run	Running Backwards With Rifle Down	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125950901/static.png
c9cd4c9d-b96c-11e4-a802-0aaa78deedf9	Backwards Rifle Walk	Walking Backwards With Rifle Down	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125930901/static.png
c9c78fe1-b96c-11e4-a802-0aaa78deedf9	Banging Fist	Banging Fist On Table	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113310901/static.png
c9c78799-b96c-11e4-a802-0aaa78deedf9	Bartending	Pouring And Serving Drinks	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113050901/static.png
c9cd45ea-b96c-11e4-a802-0aaa78deedf9	Baseball Bunt	Baseball Bunt Swing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125440901/static.png
c9c65293-b96c-11e4-a802-0aaa78deedf9	Baseball Catcher	Baseball Catcher Pop Fly	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101860904/static.png
c9cd4002-b96c-11e4-a802-0aaa78deedf9	Baseball Hit	Baseball Base Hit - Double Plus	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125410901/static.png
c9cd4180-b96c-11e4-a802-0aaa78deedf9	Baseball Hit	Baseball Base Hit - Homerun	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125420901/static.png
c9cd40c3-b96c-11e4-a802-0aaa78deedf9	Baseball Hit	Baseball Base Hit - Single	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125410902/static.png
c9cd3c2a-b96c-11e4-a802-0aaa78deedf9	Baseball Idle	Baseball Batter At Bat Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125390901/static.png
c9c65515-b96c-11e4-a802-0aaa78deedf9	Baseball Idle	Batting Idle Variation	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101870904/static.png
c9cd4472-b96c-11e4-a802-0aaa78deedf9	Baseball Milling Idle	Baseball Batter Stepping Back And Milling About	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125400901/static.png
c9c69e45-b96c-11e4-a802-0aaa78deedf9	Baseball Pitching	Baseball Practice Pitching	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103050901/static.png
c9cbdd1a-b96c-11e4-a802-0aaa78deedf9	Baseball Pitching	Pitching A Baseball	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103050902/static.png
c9cd3cfa-b96c-11e4-a802-0aaa78deedf9	Baseball Step In	Baseball Batter Stepping In To Bat	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125390902/static.png
c9cd3dc2-b96c-11e4-a802-0aaa78deedf9	Baseball Step Out	Baseball Batter Stepping Away From The Plate	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125390903/static.png
c9cd43b7-b96c-11e4-a802-0aaa78deedf9	Baseball Step Up To Bat	Baseball Batter Getting Situated To Hit	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125380901/static.png
c9cd452d-b96c-11e4-a802-0aaa78deedf9	Baseball Strike	Baseball Swinging Strike	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125430901/static.png
c9c659d7-b96c-11e4-a802-0aaa78deedf9	Baseball Umpire	Umpire Calling A Strike	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101880901/static.png
c9cd3e84-b96c-11e4-a802-0aaa78deedf9	Baseball Walk In	Baseball Batter Walking Into Batters Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125390904/static.png
c9cd3f43-b96c-11e4-a802-0aaa78deedf9	Baseball Walk Out	Baseball Batter Walking Out Of Batters Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125390905/static.png
c9c87a20-b96c-11e4-a802-0aaa78deedf9	Bash	Overhead Bashing Swing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/115480901/static.png
c9c97d21-b96c-11e4-a802-0aaa78deedf9	Bashful	Being Bashful While Standing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117540901/static.png
c9cd42f9-b96c-11e4-a802-0aaa78deedf9	Batter On Deck	Baseball Batter Warming Up On Deck	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/125370901/static.png
c9c6c767-b96c-11e4-a802-0aaa78deedf9	Bayonet Stab	Advancing And Stabbing With Rifle Bayonet Or Spear	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/104800901/static.png
c9c76872-b96c-11e4-a802-0aaa78deedf9	Bboy Hip Hop Move	Bboy Hip Hop Variation One	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/108810902/static.png
c9c76b83-b96c-11e4-a802-0aaa78deedf9	Bboy Hip Hop Move	Variation Two	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/108810903/static.png
c9c88f17-b96c-11e4-a802-0aaa78deedf9	Bboy Pose To Idle	Bboy Pose To Standing Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116400904/static.png
c9c88a71-b96c-11e4-a802-0aaa78deedf9	Bboy Uprock	Bboy Uprock Indian Step	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116410901/static.png
c9c883bd-b96c-11e4-a802-0aaa78deedf9	Bboy Uprock Start	Bboy Uprock Start	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116410902/static.png
c9c795b6-b96c-11e4-a802-0aaa78deedf9	Beckoning	Waving Someone Over While Seated	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113380901/static.png
c9c83fe2-b96c-11e4-a802-0aaa78deedf9	Being Carried	Being Carried By Someone To A Stop	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130690901/static.png
c9c81d97-b96c-11e4-a802-0aaa78deedf9	Being Carried	Being Picked Up And Carried By Someone	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130090901/static.png
c9c828f8-b96c-11e4-a802-0aaa78deedf9	Being Carried	Injured And Being Carried To A Safer Place	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130420901/static.png
c9c90e3c-b96c-11e4-a802-0aaa78deedf9	Being Cocky	Cocky Lean Back	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117210901/static.png
c9ca56fe-b96c-11e4-a802-0aaa78deedf9	Being Electrocuted	Being Electrocuted Into Unconciousness	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119720901/static.png
c9c9e5e8-b96c-11e4-a802-0aaa78deedf9	Being Strangled	Getting Snuck Up On And Strangled	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116010902/static.png
c9c73cda-b96c-11e4-a802-0aaa78deedf9	Belly Dance	Belly Dancing Variation One	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/108920901/static.png
c9c6f791-b96c-11e4-a802-0aaa78deedf9	Bellydancing	Bellydance Variation 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/108930901/static.png
c9cba193-b96c-11e4-a802-0aaa78deedf9	Bencao	Capoeira Thrust Kick	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121000901/static.png
c9cb3360-b96c-11e4-a802-0aaa78deedf9	Bicep Curl	Bicep Curl Workout	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120310901/static.png
c9cacd38-b96c-11e4-a802-0aaa78deedf9	Bicycle Crunch	Crunch Position With Cycling Legs	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120000901/static.png
c9cab238-b96c-11e4-a802-0aaa78deedf9	Big Body Blow	Receiving A Big Hit To The Midsection While Running	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120390901/static.png
c9cb01c1-b96c-11e4-a802-0aaa78deedf9	Big Hit To Head	Receiving A Big Hit From A Left Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116900902/static.png
c9cb03fa-b96c-11e4-a802-0aaa78deedf9	Big Hit To Head	Receiving A Big Hit From A Right Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116900905/static.png
c9cb0637-b96c-11e4-a802-0aaa78deedf9	Big Hit To Head	Receiving A Big Hit From A Straight Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116900908/static.png
c9caace6-b96c-11e4-a802-0aaa78deedf9	Big Jump	Big Jump To Roll	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120350902/static.png
c9caf698-b96c-11e4-a802-0aaa78deedf9	Big Kidney Hit	Receiving A Big Hit In The Kidneys	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116880902/static.png
c9caf951-b96c-11e4-a802-0aaa78deedf9	Big Rib Hit	Receiving A Big Hit In The Ribs	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116880904/static.png
c9cafaf6-b96c-11e4-a802-0aaa78deedf9	Big Side Hit	Receiving A Big Hit In The Side	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116880906/static.png
c9cafc81-b96c-11e4-a802-0aaa78deedf9	Big Stomach Hit	Receiving A Big Hit In The Stomach	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116880908/static.png
c9c71e73-b96c-11e4-a802-0aaa78deedf9	Block	Blocking The Chest Area With Both Arms	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110580901/static.png
c9c8bf13-b96c-11e4-a802-0aaa78deedf9	Block With Rifle	Blocking With Rifle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/135550901/static.png
c9c5ff48-b96c-11e4-a802-0aaa78deedf9	Blocking	Blocking Inward	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/90022/static.png
c9c5fe62-b96c-11e4-a802-0aaa78deedf9	Blocking	Blocking Outward	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/90021/static.png
c9c95684-b96c-11e4-a802-0aaa78deedf9	Blocking Attack	Blocking An Attack From Above While Sitting	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/136400902/static.png
c9c7013b-b96c-11e4-a802-0aaa78deedf9	Blow A Kiss	Blowing A Kiss	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/109890901/static.png
c9c72233-b96c-11e4-a802-0aaa78deedf9	Body Block	Blocking Body With Arms	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110530901/static.png
c9cae1a9-b96c-11e4-a802-0aaa78deedf9	Body Jab Cross	Boxing Body Jab Cross Long	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110440902/static.png
c9cae26b-b96c-11e4-a802-0aaa78deedf9	Body Jab Cross	Boxing Body Jab Cross Medium	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110440903/static.png
c9cae34b-b96c-11e4-a802-0aaa78deedf9	Body Jab Cross	Boxing Body Jab Cross Short	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110440904/static.png
c9c73d98-b96c-11e4-a802-0aaa78deedf9	Booty Hip Hop Dance	Booty Step Hip Hop Dance	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/109000901/static.png
c9c79d1f-b96c-11e4-a802-0aaa78deedf9	Bored	Standing Around Bored Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/111330901/static.png
c9ca582c-b96c-11e4-a802-0aaa78deedf9	Bouncing Fight Idle	Bouncing Fight Idle With Guard Up	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119720902/static.png
c9cd8d90-b96c-11e4-a802-0aaa78deedf9	Box Idle	Carrying A Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/127050901/static.png
c9ce819a-b96c-11e4-a802-0aaa78deedf9	Box Jump	Jump Up On Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/128640901/static.png
c9cd8f1a-b96c-11e4-a802-0aaa78deedf9	Box Turn	Turning Left Carrying A Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/127090901/static.png
c9cd8fe5-b96c-11e4-a802-0aaa78deedf9	Box Turn	Turning Right Carrying A Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/127100901/static.png
c9cd8e51-b96c-11e4-a802-0aaa78deedf9	Box Walk Arc	Walking In A Left Arc Carrying A Box	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/127070901/static.png
c9c7084d-b96c-11e4-a802-0aaa78deedf9	Boxing	Back Hand Cross	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110330901/static.png
c9c7090b-b96c-11e4-a802-0aaa78deedf9	Boxing	Body Punch To The Knee	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110370901/static.png
c9c70b4b-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Back Hand Hook	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110340901/static.png
c9c70319-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Back Hand Uppercut	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110350901/static.png
c9c70517-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110400901/static.png
c9c70c09-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Illegal Knee	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110430901/static.png
c9c7060b-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Jab Cross Combo	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110440901/static.png
c9c717c6-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Lead Hand Hook	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110460901/static.png
c9c71880-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Lead Hand Uppercut	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110480901/static.png
c9c71c43-b96c-11e4-a802-0aaa78deedf9	Boxing	Boxing Leading Hand Jab	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110470901/static.png
c9c9ae20-b96c-11e4-a802-0aaa78deedf9	Braced Hang	Braced Hang From Mid-Air	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118700901/static.png
c9c9ac9a-b96c-11e4-a802-0aaa78deedf9	Braced Hang Drop	Braced Hang Drop To Another Braced Hang	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118640901/static.png
c9c9b43e-b96c-11e4-a802-0aaa78deedf9	Braced Hang Drop	Braced Hang Drop To Standing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118740901/static.png
c9c9ab0e-b96c-11e4-a802-0aaa78deedf9	Braced Hang Hop Left	Braced Hang Hop Left To Another Braced Hang	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118670901/static.png
c9c9aa4c-b96c-11e4-a802-0aaa78deedf9	Braced Hang Hop Right	Braced Hang Hop Right To Another Braced Hang	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118650901/static.png
c9c9b5d5-b96c-11e4-a802-0aaa78deedf9	Braced Hang Hop Up	Braced Hang Hop Up To Another Braced Hang	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118620901/static.png
c9c9a724-b96c-11e4-a802-0aaa78deedf9	Braced Hang Shimmy	Left Braced Hang Shimmy	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118610901/static.png
c9c99e03-b96c-11e4-a802-0aaa78deedf9	Braced Hang Shimmy	Right Braced Hang Shimmy	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118600901/static.png
c9cc0304-b96c-11e4-a802-0aaa78deedf9	Braced Hang To Crouch	Climb Wall From Braced Hang To Crouch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121490903/static.png
c9c9b6a5-b96c-11e4-a802-0aaa78deedf9	Braced To Free Hang	Braced Idle To Free Hang Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118760902/static.png
c9cc3afa-b96c-11e4-a802-0aaa78deedf9	Breakdance 1990	Breakdance Single Handstand Spin	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121950901/static.png
c9cc3a34-b96c-11e4-a802-0aaa78deedf9	Breakdance 1990	Breakdance Single Handstand Spin End	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121940901/static.png
c9cc3bc3-b96c-11e4-a802-0aaa78deedf9	Breakdance 1990	Breakdance Single Handstand Spin Start	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121960901/static.png
c9cc1d13-b96c-11e4-a802-0aaa78deedf9	Breakdance Ending 1	Breakdance Finishing Combo Var 1	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121740901/static.png
c9cc1dea-b96c-11e4-a802-0aaa78deedf9	Breakdance Ending 2	Breakdance Finishing Combo Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121750901/static.png
c9cc1eb2-b96c-11e4-a802-0aaa78deedf9	Breakdance Ending 3	Breakdance Finishing Combo Var 3	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121760901/static.png
c9cc34d4-b96c-11e4-a802-0aaa78deedf9	Breakdance Footwork 1	Breakdance Ground Footwork Var 1- Loop	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121800901/static.png
c9cc1f75-b96c-11e4-a802-0aaa78deedf9	Breakdance Footwork 2	Breakdance Ground Footwork Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121810901/static.png
c9cc203b-b96c-11e4-a802-0aaa78deedf9	Breakdance Footwork 3	Breakdance Ground Footwork Var 3	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121820901/static.png
c9cc3593-b96c-11e4-a802-0aaa78deedf9	Breakdance Footwork To Freeze	Breakdance Ground Footwork To Crossleg Freeze	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121840901/static.png
c9cc3656-b96c-11e4-a802-0aaa78deedf9	Breakdance Footwork To Idle	Breakdance Ground Footwork To Hands On Hips Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121850901/static.png
c9cc20fd-b96c-11e4-a802-0aaa78deedf9	Breakdance Footwork To Idle	Breakdance Ground Footwork To Stand Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121830901/static.png
c9cc3715-b96c-11e4-a802-0aaa78deedf9	Breakdance Freeze Var 1	Breakdance Single Handstand Freeze Var 1	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121870901/static.png
c9cc37d3-b96c-11e4-a802-0aaa78deedf9	Breakdance Freeze Var 2	Breakdance Single Handstand Freeze Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121880901/static.png
c9cc38a8-b96c-11e4-a802-0aaa78deedf9	Breakdance Freeze Var 3	Breakdance Arch Freeze Var 3	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121890901/static.png
c9cc3970-b96c-11e4-a802-0aaa78deedf9	Breakdance Freeze Var 4	Breakdance Arch Freeze Var 4	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121900901/static.png
c9cc21c2-b96c-11e4-a802-0aaa78deedf9	Breakdance Freezes	Breakdance Freeze Combo	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121860901/static.png
c9cc3e41-b96c-11e4-a802-0aaa78deedf9	Breakdance Ready	Ready To Breakdance	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122020901/static.png
c9cc3c8a-b96c-11e4-a802-0aaa78deedf9	Breakdance Ready	Ready To Breakdance End	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122000901/static.png
c9cc3d75-b96c-11e4-a802-0aaa78deedf9	Breakdance Ready	Ready To Breakdance Start	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122010901/static.png
c9cc3f4a-b96c-11e4-a802-0aaa78deedf9	Breakdance Swipes	Start Breakdance Swipes Maneuver	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122050901/static.png
c9cc4024-b96c-11e4-a802-0aaa78deedf9	Breakdance Uprock	Breakdance Uprock	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122060901/static.png
